カテゴリ,管理番号,施設名,郵便番号,所在地,開設者名,管理者名,電話番号,開設年月日,有効開始日,有効終了日,出典ファイル
歯科技工所,25-6-9,デンタルパレス,5260017,長浜市相撲町1381-36,尾本 清,尾本 清,0749-68-2544,H11.4.1,,,5586267.pdf
歯科技工所,25-6-10,上阪技工所,5290113,長浜市大井町1000,上阪 文夫,上阪 文夫,0749-73-3112,H12.3.30,,,5586267.pdf
歯科技工所,25-6-11,デンタルクラフト,5210003,米原市入江259-14,池田 宏,池田 宏,0749-52-6910,H13.4.1,,,5586267.pdf
歯科技工所,25-6-12,ナリタデンタルラボラトリー,5260032,長浜市南高田町1-27,成田 悟司,成田 悟司,0749-62-5290,H15.2.14,,,5586267.pdf
歯科技工所,25-6-13,片山デンタルラボラトリー,5210322,米原市杉沢547-11,片山 啓,片山 啓,0749-55-4525,H15.4.1,,,5586267.pdf
歯科技工所,25-6-14,イブキデンタルデザイン,5210313,米原市弥高476,中辻 正樹,中辻 正樹,0749-58-0455,H16.5.1,,,5586267.pdf
歯科技工所,25-6-15,アイバデンタルクリエイター,5290113,長浜市大井町203,饗場 浩通,饗場 浩通,0749-73-2799,H18.3.3,,,5586267.pdf
歯科技工所,25-6-16,Ｙ’Ｓデンタルラボラトリー,5260021,長浜市八幡中山町1175-9,吉田 友和,吉田 友和,0749-65-6355,H18.6.20,,,5586267.pdf
歯科技工所,25-6-17,滋賀デンタルスタジオ,5260213,長浜市醍醐町291-1,草野 規弘,草野 規弘,,H19.5.18,,,5586267.pdf
歯科技工所,25-6-18,ゴールドデンタルラボラトリー,5260056,長浜市朝日町21-7,田川 栄治,田川 栄治,0749-65-3449,H23.8.30,,,5586267.pdf
歯科技工所,25-6-19,清水歯科技工所,5260052,長浜市神前町5-8,清水 伸彦,清水 伸彦,0749-62-0694,H27.4.1,,,5586267.pdf
歯科技工所,25-6-20,Dental Create KUNITOMO,5260001,長浜市国友町543,國友 弘,國友 弘,-,H29.4.17,,,5586267.pdf
歯科技工所,25-6-21,医療法人益歯会 成田歯科医院技工所,5260036,長浜市地福寺町10番28号,医療法人益歯会 成田歯科医院,成田 益理,-,H30.12.1,,,5586267.pdf
歯科技工所,25-6-22,ピュアデンタルスタジオ,5210226,米原市朝日５６９,大橋 伸弘,大橋 伸弘,,H25.4.1,,,5586267.pdf
歯科技工所,25-6-23,長浜デンタルアート,5260063,長浜市末広町２９６－１８,近藤 健,近藤健,,H7.5.6,,,5586267.pdf
歯科技工所,25-7-1,株式会社キャスティングオカモト,520-1603,高島市今津町北仰452,株式会社キャスティングオカモト,吉川 昌之,0740-22-5011,H5.1.9,,,5586267.pdf
歯科技工所,25-7-2,Ｔデンタルファクトリー,520-1621,高島市今津町今津名小路2-1-22,堤 一彦,堤 一彦,,H5.9.1,,,5586267.pdf
歯科技工所,25-7-3,エフ・デンタルラボ,520-1511,高島市新旭町藁園2524-23,和田 典夫,和田 典夫,0740-25-5161,H6.6.27,,,5586267.pdf
歯科技工所,25-7-4,ヒロ・デンタルクラフト,520-1217,高島市安曇川町田中1598-77,清家 浩文,清家 浩文,0740-32-1576,H18.5.1,,,5586267.pdf
歯科技工所,25-7-5,かきもと Ｄｅｎｔｓ Ｌａｂｏ,520-1201,高島市安曇川町上古賀1269,柿本 芳則,柿本 芳則,0740-33-0276,H29.3.21,,,5586267.pdf
歯科技工所,25-7-6,西村歯科補綴研究所,520-1121,高島市勝野1195,西村 勉,西村 勉,0740-36-0878,S50.1.8,,,5586267.pdf
歯科技工所,25-7-7,大塚技工所,520-1142,高島市鹿ケ瀬372-1,大塚 保,大塚 保,0740-37-0790,H4.9.1,,,5586267.pdf
薬局,20007-100,株式会社永寿薬局,520-2331,野洲市小篠原２２１５,株式会社永寿薬局,,077-587-0151,,2024-01-01,2029-12-31,5612273.xlsx
薬局,20017-100,長谷川薬局,525-0023,草津市平井一丁目４－２５,長谷川　恒子,,077-563-3373,,2024-01-01,2029-12-31,5612273.xlsx
薬局,20022-100,ＡＢＣ薬局,520-3035,栗東市霊仙寺二丁目１－３２,木村　ヤス子,,077-553-3537,,2024-01-01,2029-12-31,5612273.xlsx
薬局,20027-100,有限会社扇庄薬局　守山店,524-0022,守山市守山六丁目１－２２,有限会社扇庄薬局,,077-582-1690,,2024-01-01,2029-12-31,5612273.xlsx
薬局,20032-100,油定薬局,520-2304,野洲市永原５１７,株式会社アブラサダ,,077-587-0245,,2023-01-01,2028-12-31,5612273.xlsx
薬局,20033-100,誠心堂薬局,524-0036,守山市伊勢町４５１－１３４,清水　稔,,077-583-2720,,2023-01-01,2028-12-31,5612273.xlsx
薬局,20050-100,滋賀県薬剤師会　会営薬局,525-0072,草津市笠山七丁目４－５２,一般社団法人滋賀県薬剤師会,,077-567-2435,,2022-01-01,2027-12-31,5612273.xlsx
薬局,20055-100,ティエス調剤薬局　守山店,524-0033,守山市浮気町３００－１５　グランドメゾン１０２,株式会社ティエスプラン,,077-581-1085,,2023-01-01,2028-12-31,5612273.xlsx
薬局,20059-100,アルファー薬局,520-2331,野洲市小篠原１１１１－１,株式会社アルファー薬品,,077-587-3805,,2024-01-01,2029-12-31,5612273.xlsx
薬局,20061-100,スマイル薬局,520-3024,栗東市小柿六丁目１－４１－１－１,有限会社スマイル,,077-552-6923,,2024-01-01,2029-12-31,5612273.xlsx
薬局,20078-100,ティエス調剤薬局　南草津店,525-0055,草津市野路一丁目６－５,株式会社ティエスプラン,,077-561-7425,,2024-01-01,2029-12-31,5612273.xlsx
薬局,20644-100,ティエス調剤薬局　野路店,525-0055,草津市野路五丁目４－１,株式会社ティエスプラン,,077-567-1050,,2024-01-01,2029-12-31,5612273.xlsx
薬局,20682-100,ティエス調剤薬局　野村店,525-0027,草津市野村八丁目９－３８,株式会社ティエスプラン,,077-566-2313,,2021-01-01,2026-12-31,5612273.xlsx
薬局,20695-100,スズキ調剤薬局　大宝店,520-3035,栗東市霊仙寺一丁目２－１９　ＥＳＰＯ栗東１Ｆ,スズキ薬局株式会社,,077-551-0919,,2022-01-01,2027-12-31,5612273.xlsx
薬局,20706-100,ふれあい薬局,524-0022,守山市守山四丁目１３－２,株式会社近畿予防医学研究所,,077-581-2550,,2022-01-01,2027-12-31,5612273.xlsx
薬局,20777-100,スマイル薬局　野洲店,520-2362,野洲市市三宅２７３２,有限会社スマイル,,077-586-0527,,2023-01-01,2028-12-31,5612273.xlsx
薬局,20821-100,もも薬局　穴村店,525-0012,草津市穴村町３１４－１,有限会社もも薬局,,077-568-8525,,2024-01-01,2029-12-31,5612273.xlsx
薬局,20831-100,ドリーム薬局　南草津店,525-0055,草津市野路一丁目６－５,有限会社未来,,077-569-5630,,2024-01-01,2029-12-31,5612273.xlsx
薬局,20867-100,ササ薬局　野洲店,520-2331,野洲市小篠原１２６６,有限会社ササ薬局,,077-518-0865,,2025-01-01,2030-12-31,5612273.xlsx
薬局,20898-100,オードリー薬局,520-3016,栗東市小野８８１－３,嶋林　正治,,077-552-8850,,2025-01-01,2030-12-31,5612273.xlsx
薬局,20948-100,パスカル薬局,525-0032,草津市大路一丁目１１－１６,株式会社パスカルシステム,,077-562-9354,,2026-01-01,2031-12-31,5612273.xlsx
薬局,20956-100,小島薬局,524-0041,守山市勝部一丁目１－２１－１０２,有限会社こじま,,077-583-0616,,2026-01-01,2031-12-31,5612273.xlsx
薬局,21506-100,やよい調剤薬局,520-3024,栗東市小柿十丁目１６－１１,木村　弥生,,077-532-1539,,2026-01-01,2031-12-31,5612273.xlsx
薬局,21521-100,ほとめき薬局,520-2323,野洲市三上２７７－１,有限会社イツモ,,077-518-0676,,2026-01-01,2031-12-31,5612273.xlsx
薬局,21533-100,スギ薬局　守山店,524-0021,守山市吉身三丁目１４－３０,株式会社スギ薬局,,077-514-1911,,2026-01-01,2031-12-31,5612273.xlsx
薬局,21576-100,ハーモニー薬局・かがやき店,525-0048,草津市追分南二丁目１１－７,有限会社ジャパン・クリエティブ,,561-5155,,2026-01-01,2031-12-31,5612273.xlsx
薬局,21626-100,スズキ調剤薬局　南草津店,525-0050,草津市南草津一丁目１－８,スズキ薬局株式会社,,077-565-4220,,2021-01-01,2026-12-31,5612273.xlsx
薬局,21631-100,みのり薬局,520-3027,栗東市野尻４４０－４,株式会社ＭＹＮＳ,,077-554-7644,,2021-01-01,2026-12-31,5612273.xlsx
薬局,21650-100,ティエス調剤薬局　草津駅前店,525-0026,草津市渋川一丁目２－２６　ザ・草津タワー２階,株式会社ティエスプラン,,077-561-2509,,2021-01-01,2026-12-31,5612273.xlsx
薬局,21661-100,パンプキン調剤薬局,520-2413,野洲市吉地一丁目１１９３－２,株式会社ケイ・エム・シー,,077-589-6701,,2021-01-01,2026-12-31,5612273.xlsx
薬局,21679-100,南草津プラス薬局,525-0050,草津市南草津三丁目１－１４,有限会社プラス薬局,,077-569-2508,,2021-01-01,2026-12-31,5612273.xlsx
薬局,21687-100,アイランド薬局　守山店,524-0022,守山市守山三丁目１０－１１,アポクリート株式会社,,077-582-0006,,2022-01-01,2027-12-31,5612273.xlsx
薬局,21724-100,ユタカ薬局　西草津,525-0028,草津市上笠二丁目３３－１２,株式会社ユタカファーマシー,,077-561-4080,,2022-01-01,2027-12-31,5612273.xlsx
薬局,21783-100,イオン薬局　草津店,525-0067,草津市新浜町３００,イオンリテール株式会社,,077-565-0913,,2023-01-01,2028-12-31,5612273.xlsx
薬局,21788-100,さわだ薬局,525-0013,草津市新堂町４９－５,株式会社スリーエムコーポレーション,,077-568-3910,,2023-01-01,2028-12-31,5612273.xlsx
薬局,21821-100,オレンジ薬局,520-2362,野洲市市三宅２３３９－３,株式会社オレンジメディカル,,077-598-5577,,2023-01-01,2028-12-31,5612273.xlsx
薬局,21830-100,ハーモニー薬局　守山石田店,524-0014,守山市石田町２７５－７,株式会社ウッドゲート,,077-518-7077,,2023-01-01,2028-12-31,5612273.xlsx
薬局,21832-100,追分口プラス薬局,525-0047,草津市追分三丁目１－７,有限会社プラス薬局,,077-535-5991,,2023-01-01,2028-12-31,5612273.xlsx
薬局,21856-100,尾﨑薬局,524-0214,守山市立田町１７７２－３,有限会社ハイメディカル,,077-584-3141,,2024-01-01,2029-12-31,5612273.xlsx
薬局,21869-100,日本調剤　栗東薬局,520-3046,栗東市大橋二丁目６－１８,日本調剤株式会社,,077-554-9150,,2024-01-01,2029-12-31,5612273.xlsx
薬局,21870-100,ハト薬局,525-0066,草津市矢橋町６０１－６,小川　薫貴,,077-599-1808,,2024-01-01,2029-12-31,5612273.xlsx
薬局,21894-100,みのり薬局　大門店,524-0052,守山市大門町３４－８,株式会社ＭＹＮＳ,,077-599-3997,,2024-01-01,2029-12-31,5612273.xlsx
薬局,21895-100,スギ薬局　野洲店,520-2331,野洲市小篠原１９８０－５,株式会社スギ薬局,,077-518-1051,,2024-01-01,2029-12-31,5612273.xlsx
薬局,21897-100,ひだまり薬局,525-0066,草津市矢橋町１０４－３,山本　慶佑,,077-584-5711,,2024-01-01,2029-12-31,5612273.xlsx
薬局,21919-100,こまいざわ薬局,525-0014,草津市駒井沢町４０５－２,株式会社スリーエムコーポレーション,,077-584-4081,,2025-01-01,2030-12-31,5612273.xlsx
薬局,21929-100,ティエス調剤薬局　矢橋店,525-0066,草津市矢橋町１５６５－１,株式会社ティエスプラン,,077-566-7707,,2025-01-01,2030-12-31,5612273.xlsx
薬局,21938-100,おひさま薬局　都賀山通り店,524-0041,守山市勝部六丁目３－３３,株式会社サン調剤薬局,,077-584-5601,,2025-01-01,2030-12-31,5612273.xlsx
薬局,21947-100,琵琶湖おおはし薬局,524-0102,守山市水保町１２６８－２１,株式会社愛知メディックス,,077-585-0991,,2025-01-01,2030-12-31,5612273.xlsx
薬局,21948-100,つくし薬局　玉川店,525-0059,草津市野路八丁目２２－２９,有限会社つくし薬局,,077-532-8559,,2025-01-01,2030-12-31,5612273.xlsx
薬局,21959-100,ＪＲＡファシリティーズ株式会社　栗東薬局,520-3005,栗東市御園１０２８,ＪＲＡファシリティーズ株式会社,,077-558-0253,,2025-01-01,2030-12-31,5612273.xlsx
薬局,21966-100,吉井薬局　南草津店,525-0059,草津市野路一丁目７－２１　リベリー南草津２階,吉井　勉,,077-567-2006,,2026-01-01,2031-12-31,5612273.xlsx
薬局,21972-100,ハーモニー薬局・草津店,525-0037,草津市西大路町４－３２,有限会社ジャパン・クリエティブ,,077-563-7301,,2026-01-01,2031-12-31,5612273.xlsx
薬局,21986-100,クスリのアオキ　目川薬局,520-3013,栗東市目川１４３３,株式会社クスリのアオキ,,077-574-8461,,2026-01-01,2031-12-31,5612273.xlsx
薬局,21989-100,ウエルシア薬局野洲小篠原店,520-2331,野洲市小篠原１６１１－１,ウエルシア薬局株式会社,,077-518-0501,,2026-01-01,2031-12-31,5612273.xlsx
薬局,21990-100,クスリのアオキ霊仙寺薬局,520-3035,栗東市霊仙寺一丁目４－６,株式会社クスリのアオキ,,077-516-4515,,2026-01-01,2031-12-31,5612273.xlsx
薬局,21995-100,ウエルシア薬局　栗東手原店,520-3047,栗東市手原一丁目９－１７,ウエルシア薬局株式会社,,077-554-9588,,2026-01-01,2031-12-31,5612273.xlsx
薬局,22029-100,おはな薬局,525-0023,草津市平井一丁目１８－４,井　真弥,,077-567-0870,,2021-01-01,2026-12-31,5612273.xlsx
薬局,22054-100,調剤薬局ツルハドラッグ栗東安養寺店,520-3015,栗東市安養寺八丁目２－２２,株式会社ツルハ,,077-551-6270,,2021-01-01,2026-12-31,5612273.xlsx
薬局,22059-100,ウエルシア薬局滋賀守山店,524-0022,守山市守山六丁目１０－３７,ウエルシア薬局株式会社,,077-514-0620,,2021-01-01,2026-12-31,5612273.xlsx
薬局,22063-100,もりのこ調剤薬局,524-0021,守山市吉身一丁目５－１４,株式会社愛知メディックス,,077-596-5401,,2021-01-01,2026-12-31,5612273.xlsx
薬局,22112-100,日本調剤　草津薬局,525-0037,草津市西大路町７－７,日本調剤株式会社,,077-562-4539,,2021-01-01,2026-12-31,5612273.xlsx
薬局,22126-100,中山メディカル薬局,525-0047,草津市追分一丁目４－２５－１,株式会社愛知メディックス,,077-561-3828,,2022-01-01,2027-12-31,5612273.xlsx
薬局,22130-100,なの花薬局　栗東大宝店,520-3035,栗東市霊仙寺一丁目１－５３,株式会社なの花西日本,,077-553-5211,,2022-01-01,2027-12-31,5612273.xlsx
薬局,22131-100,なの花薬局　草津野村店,525-0027,草津市野村六丁目１－３　コンフォーレＴ１　１Ｆ,株式会社なの花西日本,,077-566-5011,,2022-01-01,2027-12-31,5612273.xlsx
薬局,22132-100,ポニー薬局,520-2331,野洲市小篠原１９５７－２,株式会社なみかコーポレーション,,077-598-6801,,2022-01-01,2027-12-31,5612273.xlsx
薬局,22134-100,うさぎ調剤薬局　南草津店,525-0050,草津市南草津二丁目４－３,株式会社うさぎメディケア,,077-561-5152,,2022-01-01,2027-12-31,5612273.xlsx
薬局,22137-100,サン調剤薬局　えんま堂店,524-0042,守山市焔魔堂町１１５－１,株式会社サン調剤薬局,,077-596-5536,,2022-01-01,2027-12-31,5612273.xlsx
薬局,21003-100,すこやか薬局,524-0022,守山市守山五丁目６－５３,株式会社近畿予防医学研究所,,077-514-0507,,2021-01-01,2026-12-31,5612273.xlsx
薬局,21005-100,たんぽぽ薬局　守山店,524-0022,守山市守山五丁目５－２７,たんぽぽ薬局株式会社,,077-514-0401,,2021-01-01,2026-12-31,5612273.xlsx
薬局,21016-100,プラス薬局,525-0045,草津市若草五丁目１３－３,有限会社プラス薬局,,077-561-0988,,2022-01-01,2027-12-31,5612273.xlsx
薬局,21047-100,調剤薬局しづ,525-0041,草津市青地町４９６－３,株式会社愛知メディックス,,077-566-7509,,2022-01-01,2027-12-31,5612273.xlsx
薬局,21069-100,あおぞら調剤薬局　上笠店,525-0028,草津市上笠三丁目２７－２１,有限会社青空,,077-561-1090,,2022-01-01,2027-12-31,5612273.xlsx
薬局,21077-100,あおぞら調剤薬局　大路店,525-0032,草津市大路一丁目１５－４３　１Ｆ,有限会社青空,,077-569-5336,,2022-01-01,2027-12-31,5612273.xlsx
薬局,21285-100,ムラセ薬局　南草津店,525-0059,草津市野路一丁目１４－４７,有限会社ムラセ薬局,,077-563-4300,,2024-01-01,2029-12-31,5612273.xlsx
薬局,21293-100,ユタカ調剤薬局　守山Ⅱ,524-0045,守山市金森町９６３,株式会社ユタカファーマシー,,077-582-3005,,2024-01-01,2029-12-31,5612273.xlsx
薬局,21364-100,スズキ薬局　栗東店,520-3015,栗東市安養寺一丁目１－２０－１０２号,スズキ薬局株式会社,,077-553-8122,,2024-01-01,2029-12-31,5612273.xlsx
薬局,21406-100,ハーモニー薬局,524-0021,守山市吉身三丁目１７－２９,株式会社ハーモニー・ウェルネス,,077-581-3951,,2024-01-01,2029-12-31,5612273.xlsx
薬局,21447-100,ハーモニー薬局・野洲店,520-2351,野洲市冨波甲１０８７－３,株式会社ハーモニー・ウェルネス,,077-586-6807,,2025-01-01,2030-12-31,5612273.xlsx
薬局,21459-100,サン調剤薬局,524-0021,守山市吉身二丁目６－２３,株式会社サン調剤薬局,,077-514-0337,,2025-01-01,2030-12-31,5612273.xlsx
薬局,22139-100,スギ薬局　草津店,525-0036,草津市草津町１５２０－１,株式会社スギ薬局,,077-566-6915,,2022-01-01,2027-12-31,5612273.xlsx
薬局,22141-100,ふれあい薬局・コープもりやま前,524-0041,守山市勝部三丁目１５－３１－１,株式会社近畿予防医学研究所,,077-514-2007,,2022-01-01,2027-12-31,5612273.xlsx
薬局,22160-100,ヤクゴ薬局　守山店,524-0103,守山市洲本町１２５６－７,株式会社ファルマスター,,077-584-3001,,2022-01-01,2027-12-31,5612273.xlsx
薬局,22170-100,スズキ調剤薬局　栗東駅前店,520-3031,栗東市綣二丁目４－５　ウイングプラザ１Ｆ,スズキ薬局株式会社,,077-516-4222,,2023-01-01,2028-12-31,5612273.xlsx
薬局,22175-100,はなちゃん薬局,524-0013,守山市下之郷三丁目１－４１－１,株式会社はなちゃん薬局,,077-581-2080,,2023-01-01,2028-12-31,5612273.xlsx
薬局,22186-100,栗東シンザン像前調剤薬局,520-3005,栗東市御園８４６－１,株式会社ＬＥＶＥＬ－Ｋ,,077-596-5490,,2023-01-01,2028-12-31,5612273.xlsx
薬局,22193-100,もりやま薬局,524-0033,守山市浮気町２１６－１,株式会社スリーエムコーポレーション,,077-582-8821,,2023-01-01,2028-12-31,5612273.xlsx
薬局,22195-100,どんぐり薬局安養寺店,520-3015,栗東市安養寺三丁目１１－１１,株式会社チェックポイント,,077-576-5267,,2023-01-01,2028-12-31,5612273.xlsx
薬局,22196-100,どれみ薬局,520-2331,野洲市小篠原８６９－８,有限会社メディネット,,077-576-7707,,2023-01-01,2028-12-31,5612273.xlsx
薬局,22213-100,フロンティア薬局滋賀医大店,525-0072,草津市笠山七丁目６－５３,株式会社フロンティア,,077-516-7776,,2023-01-01,2028-12-31,5612273.xlsx
薬局,22214-100,日本調剤　滋賀医大前薬局,525-0072,草津市笠山七丁目６－５３,日本調剤株式会社,,077-598-6250,,2023-01-01,2028-12-31,5612273.xlsx
