カテゴリ,施設名,郵便番号,所在地,住所,番地,電話番号,営業者氏名,確認・許可年月日,種別,旧種別,登録期限,保健所,出典ファイル
美容所,まつ毛エクステサロン ｅｙｅ家,520-2531,蒲生郡竜王町山之上,蒲生郡竜王町山之上２３０５,２３０５,,柿田 智子,H24/12/27,,,,東近江,5627921.pdf
美容所,ＰＥＳＣＡ,521-1243,東近江市栗見新田町,東近江市栗見新田町６５１,６５１,0748-45-0545,野田 薫,H25/01/07,,,,東近江,5627921.pdf
美容所,リズムヘアー＆スパ,523-0056,近江八幡市古川町,近江八幡市古川町１１８０－１０,１１８０－１０,0748-33-8008,中越 秀明,H25/02/13,,,,東近江,5627921.pdf
美容所,ｈａｉｒ ｓａｌｏｎ 優,521-1311,近江八幡市安土町下豊 浦,近江八幡市安土町下豊 浦５０９６－２５,５０９６－２５,0748-46-4266,山本 亜子,H25/03/01,,,,東近江,5627921.pdf
美容所,Ｈａｉｒ Ｍａｋｅ Ｌｏｔｕｓ,523-0816,近江八幡市西庄町,近江八幡市西庄町８０１－９,８０１－９,0748-26-6597,大谷 麻衣子,H25/04/08,,,,東近江,5627921.pdf
美容所,グラフィックス,523-0892,近江八幡市出町,近江八幡市出町８５３－５,８５３－５,0748-47-8876,鷹中 功,H25/05/01,,,,東近江,5627921.pdf
美容所,クイックカットＢＢ イオン近江八幡店,523-0891,近江八幡市鷹飼町南三 丁目,近江八幡市鷹飼町南三 丁目７,７,0748-37-5873,株式会社ＮＣＮＬジャパン,H25/07/05,,,,東近江,5627921.pdf
美容所,ｃｏｑｕｉｌｌｅ,523-0083,近江八幡市小船木町,近江八幡市小船木町７２１－９５,７２１－９５,0748-36-3906,馬目 由紀子,H25/07/17,,,,東近江,5627921.pdf
美容所,Ｃｕｒｅ－Ｓｔｙｌｅ Ａｉ,523-0063,近江八幡市十王町,近江八幡市十王町９２４－４,９２４－４,0748-26-6993,稲澤 あや,H25/08/27,,,,東近江,5627921.pdf
美容所,美容プラージュ近江八幡店,523-0894,近江八幡市中村町,近江八幡市中村町１－２ 山添ビル１Ｆ,１－２ 山添ビル１Ｆ,0748-33-3935,阪南理美容株式会社,H25/08/23,,,,東近江,5627921.pdf
美容所,Ｋｓｙｕ ｈａｉｒ,527-0231,東近江市山上町,東近江市山上町２９２９－２,２９２９－２,0748-26-1867,岸本 裕美子,H25/10/31,,,,東近江,5627921.pdf
美容所,河島美容院,527-0135,東近江市横溝町,東近江市横溝町２２７,２２７,0749-45-3444,河島 正人,H25/11/01,,,,東近江,5627921.pdf
美容所,美容室ｎｅｃｅｓｓａｒｙ,523-0892,近江八幡市出町,近江八幡市出町９１７－３,９１７－３,0748-32-3232,山田 由美子,H25/11/21,,,,東近江,5627921.pdf
美容所,ＣＲＯＳＳ,527-0022,東近江市八日市上之町,東近江市八日市上之町８－３６,８－３６,0748-26-8264,矢島 慎嗣,H26/04/07,,,,東近江,5627921.pdf
美容所,ｎｅｒｉｎｅ,523-0036,近江八幡市竹町,近江八幡市竹町９９７－２ ２階,９９７－２ ２階,0748-37-5557,佐藤 みさき,H26/04/10,,,,東近江,5627921.pdf
美容所,Ｈａｉｒ’ｓ Ｒｕｍａｈ,527-0029,東近江市八日市町,東近江市八日市町１－３ ＮＣＣビル１階,１－３ ＮＣＣビル１階,0748-26-8246,森谷 忠司,H26/04/11,,,,東近江,5627921.pdf
美容所,美容室 髪ｉｎ,527-0036,東近江市聖和町,東近江市聖和町１１－１２,１１－１２,0748-23-2660,野瀬 郁夫,H26/04/21,,,,東近江,5627921.pdf
美容所,ａｒｔｅ Ｂｅｅｔｌｅ ｎａｉｌ,527-0011,東近江市八日市浜野町,東近江市八日市浜野町３－１ アピア１Ｆ,３－１ アピア１Ｆ,0748-43-0019,株式会社ｈ＆ｂ,H26/06/06,,,,東近江,5627921.pdf
美容所,ＯＫＵＭＵＲＡ ビューティーサロン,521-1203,東近江市川南町,東近江市川南町８９３,８９３,0748-42-1399,奥村 幸世美,H26/06/25,,,,東近江,5627921.pdf
美容所,美．ｍａｋｅ ＭＩＮＴ,527-0036,東近江市聖和町,東近江市聖和町３－９ コーポコイズミ１０３,３－９ コーポコイズミ１０３,0748-25-5161,北村 優,H26/07/28,,,,東近江,5627921.pdf
美容所,Ｈ９,523-0001,近江八幡市金剛寺町,近江八幡市金剛寺町５２５－７,５２５－７,0748-43-0399,浦田 啓史,H26/09/08,,,,東近江,5627921.pdf
美容所,ｔｏｔｏ ｈａｉｒ,521-1221,東近江市垣見町,東近江市垣見町１３３８,１３３８,0748-43-1363,奥村 友恵,H26/10/28,,,,東近江,5627921.pdf
美容所,ｈａｉｒｓｔｕｄｉｏ ＨＡＮ．Ｔ,520-2531,蒲生郡竜王町山之上,蒲生郡竜王町山之上２８１５－２,２８１５－２,0748-57-1027,田境 初江,H26/11/04,,,,東近江,5627921.pdf
美容所,Ｃｕｔ師 ＳＵＧＩＵＲＡ＋Ｃ,529-1617,蒲生郡日野町中之郷,蒲生郡日野町中之郷４５２－８,４５２－８,0748-52-0299,杉浦 勝利,H26/11/26,,,,東近江,5627921.pdf
美容所,美容室 まり,521-1221,東近江市垣見町,東近江市垣見町６３０－２,６３０－２,0748-43-0236,堀 真理,H26/12/09,,,,東近江,5627921.pdf
美容所,Ｇｉｇｇｌｅ,523-0043,近江八幡市池田本町,近江八幡市池田本町８６９－３４ ジュジュ池田本町ビル１０ １,８６９－３４ ジュジュ池田本町ビル１０ １,0748-33-0590,川橋 忍,H27/01/13,,,,東近江,5627921.pdf
美容所,美容室 アップル,527-0045,東近江市中小路町,東近江市中小路町６６４－２,６６４－２,0748-56-1128,塩田 みち子,H27/01/21,,,,東近江,5627921.pdf
美容所,ｈａｉｒ ｄｒ． ＴＳＵＲＵＳＡＫＩ,523-0856,近江八幡市音羽町,近江八幡市音羽町１２３－８,１２３－８,0748-26-0780,鶴﨑 憲仁,H27/03/02,,,,東近江,5627921.pdf
美容所,Ｇａｔｏ,521-1221,東近江市垣見町,東近江市垣見町１５４７ ドレメテナント２Ｆ,１５４７ ドレメテナント２Ｆ,0748-36-2332,尾藤 朋子,H27/03/23,,,,東近江,5627921.pdf
美容所,Ｃａｌｍ,523-0033,近江八幡市日吉野町,近江八幡市日吉野町７６１,７６１,0748-37-5544,荒牧 寛,H27/04/17,,,,東近江,5627921.pdf
美容所,Ｓａｌｏｎ ｄｅ ｃｉｅｌ,529-1658,蒲生郡日野町中山,蒲生郡日野町中山６５２－４,６５２－４,,錦戸 由佳,H27/04/27,,,,東近江,5627921.pdf
美容所,ＨａｉｒＤｅｓｉｇｎ ＢＲＯＷＮ ＳＵＧ ＡＲ♀,527-0108,東近江市小八木町,東近江市小八木町１５０４,１５０４,,ＢＲＯＷＮＳＵＧＡＲ合同会社,H27/05/08,,,,東近江,5627921.pdf
美容所,ｃｏｌｌｅｔ,523-0818,近江八幡市西本郷町東,近江八幡市西本郷町東８－９,８－９,0748-36-1757,大塚 雅也,H27/06/18,,,,東近江,5627921.pdf
美容所,Ｅｃｒｉｎ,523-0015,近江八幡市上田町,近江八幡市上田町１５４８,１５４８,,長尾 なな子,H27/06/25,,,,東近江,5627921.pdf
美容所,Ｐｅｔｉｅｕｒ,521-1221,東近江市垣見町,東近江市垣見町７６４－１,７６４－１,,福永 友香,H27/07/03,,,,東近江,5627921.pdf
美容所,Ｌａ ｃｈｏｕ ｃｈｏｕ,527-0022,東近江市八日市上之町,東近江市八日市上之町９５－１,９５－１,0748-56-1264,砂川 晴菜,H27/07/28,,,,東近江,5627921.pdf
美容所,ＢＡＧＵＳ,523-0058,近江八幡市加茂町,近江八幡市加茂町３２１－９,３２１－９,0748-36-1123,野田 文花,H27/08/28,,,,東近江,5627921.pdf
美容所,株式会社ナウ長谷,521-1222,東近江市佐野町,東近江市佐野町６４９－３,６４９－３,0748-42-3564,株式会社ナウ長谷,H27/09/03,,,,東近江,5627921.pdf
美容所,ビューティサロン つばき,523-0031,近江八幡市堀上町,近江八幡市堀上町５６－６,５６－６,0748-43-1432,足立 聖子,H27/09/11,,,,東近江,5627921.pdf
美容所,Ｃｈａｌｅｕｒ －シャルール－,527-0085,東近江市下羽田町,東近江市下羽田町２００－２０,２００－２０,,片上 有里子,H27/10/16,,,,東近江,5627921.pdf
美容所,Ｆｉｌｕｍ,527-0034,東近江市沖野五丁目,東近江市沖野五丁目１６４８－４,１６４８－４,0748-56-1231,長谷川 裕一,H27/10/30,,,,東近江,5627921.pdf
美容所,ｈａｉｒ ｗｏｒｋｓ ＫｉＫｉ,523-0816,近江八幡市西庄町,近江八幡市西庄町１４５５－２,１４５５－２,0748-26-1317,中川 清美,H27/12/16,,,,東近江,5627921.pdf
美容所,ｈａｉｒ ｓａｌｏｎ ＰＵＰＵＫＡ,523-0022,近江八幡市馬淵町,近江八幡市馬淵町２４２５,２４２５,0748-43-1243,川端 優子,H28/01/29,,,,東近江,5627921.pdf
美容所,Ｈａｉｒ Ｓａｌｏｎ ｙｏｕ華,529-1551,東近江市宮川町,東近江市宮川町２４４－１０７,２４４－１０７,0748-55-8118,Ｈａｉｒ Ｓａｌｏｎ ｙｏｕ華合同会社,H28/02/10,,,,東近江,5627921.pdf
美容所,リアン美容室,527-0157,東近江市下中野町,東近江市下中野町６０５－６,６０５－６,0749-46-1116,真野 由香子,H28/02/29,,,,東近江,5627921.pdf
美容所,ｈａｉｒ Ｒｕｎｗａｙ,529-1609,蒲生郡日野町中道一丁 目,蒲生郡日野町中道一丁 目７１－１,７１－１,0748-53-2270,神山 剛史,H28/04/20,,,,東近江,5627921.pdf
美容所,美容カットエー,523-0891,近江八幡市鷹飼町,近江八幡市鷹飼町４０ イオン近江八幡ショッピングセン ター２Ｆ,４０ イオン近江八幡ショッピングセン ター２Ｆ,0748-37-8555,株式会社カットツイン,H28/05/12,,,,東近江,5627921.pdf
美容所,ｈａｉｒ Ｒ,529-1603,蒲生郡日野町大窪,蒲生郡日野町大窪５７５,５７５,0748-43-1022,宮島 信夫,H28/05/20,,,,東近江,5627921.pdf
美容所,Ｌａ ｃａｃｈｅｔｔｅ,521-1201,東近江市新宮町,東近江市新宮町１８８６,１８８６,,鈴木 あみ,H28/05/27,,,,東近江,5627921.pdf
美容所,美容室Ａｚｕ,521-1222,東近江市佐野町,東近江市佐野町４０１－１ ＳＡＮＯか乃うビル１階,４０１－１ ＳＡＮＯか乃うビル１階,0748-26-6291,野村 利恵,H28/06/16,,,,東近江,5627921.pdf
美容所,ＴＩＲＯ,527-0028,東近江市八日市金屋一 丁目,東近江市八日市金屋一 丁目２－１,２－１,0748-56-1244,北岸 智也,H28/06/28,,,,東近江,5627921.pdf
美容所,ｇｎｉｋ,529-1601,蒲生郡日野町松尾,蒲生郡日野町松尾９５３－１ ＫＳ日野ビル,９５３－１ ＫＳ日野ビル,0748-53-0898,下久保 裕介,H28/06/27,,,,東近江,5627921.pdf
美容所,ＳＡＬＯＮ Ｙｕｋａ,529-1647,蒲生郡日野町別所,蒲生郡日野町別所１０９３－２０８,１０９３－２０８,0748-43-2559,岡 由香,H28/08/03,,,,東近江,5627921.pdf
美容所,ＶＥＬＬＮＡ,521-1221,東近江市垣見町,東近江市垣見町１３２６,１３２６,0748-36-3238,新垣 浩康,H28/09/01,,,,東近江,5627921.pdf
美容所,ＨＡＩＲＡＳ,523-0032,近江八幡市白鳥町,近江八幡市白鳥町２９－１ 敷島第３マンション１０２,２９－１ 敷島第３マンション１０２,0748-36-1451,馬場 満,H28/09/02,,,,東近江,5627921.pdf
美容所,Ｈｅａｖｅｎ’ｓ Ｄｏｏｒ,523-0816,近江八幡市西庄町,近江八幡市西庄町２０２４－３,２０２４－３,0748-36-1290,濵田 亜希,H28/09/20,,,,東近江,5627921.pdf
美容所,＆ｍａｒｔ,527-0123,東近江市中岸本町,東近江市中岸本町２７０－４,２７０－４,,福田 真人,H28/10/25,,,,東近江,5627921.pdf
美容所,Ｈｅａｌｉｎｇ ｓａｌｏｎ ｉＲ,529-1444,東近江市五個荘石塚町,東近江市五個荘石塚町１７１－１５,１７１－１５,,網藤 いづみ,H28/10/28,,,,東近江,5627921.pdf
美容所,Ｊａｍ ｋａｒｅｔ,529-1609,蒲生郡日野町中道二丁 目,蒲生郡日野町中道二丁 目８－３,８－３,0748-26-5930,山口 悦子,H28/11/10,,,,東近江,5627921.pdf
美容所,ＲＥＦＬＥＣＴＩＯＮ,521-1221,東近江市垣見町,東近江市垣見町１５６２ １Ｆ,１５６２ １Ｆ,0748-26-1874,本多 裕亮,H28/11/09,,,,東近江,5627921.pdf
美容所,ｎｉｃｏｔｔｏ,523-0058,近江八幡市加茂町,近江八幡市加茂町２１３２－１５,２１３２－１５,0748-47-8562,村田 美里,H28/11/25,,,,東近江,5627921.pdf
美容所,ＦＡＭＩＬＹ ＨＡＩＲ ＳＡＬＯＮ Ｍｉ ｌｋ,529-1541,東近江市蒲生堂町,東近江市蒲生堂町５４３,５４３,0748-55-5210,望月 敦子,H28/12/26,,,,東近江,5627921.pdf
美容所,ｂｅａｕｔｙ ｓｐａｃｅ Ｌｕｃｉ,527-0022,東近江市八日市上之町,東近江市八日市上之町八丁目２８－１０２,八丁目２８－１０２,0748-28-0151,小西 里実,H29/01/10,,,,東近江,5627921.pdf
美容所,ＳＬＯＷ ＦＬＯＷ,529-1413,東近江市五個荘簗瀬町,東近江市五個荘簗瀬町４０４,４０４,0748-43-0762,鈴木 建太,H29/02/03,,,,東近江,5627921.pdf
美容所,Sherpa hair skin hospital,527-0045,東近江市中小路町,東近江市中小路町４０６,４０６,0748-43-2963,中野 智督,H29/02/06,,,,東近江,5627921.pdf
美容所,ヘアくらぶＳＩＥＬＵ,527-0135,東近江市横溝町,東近江市横溝町３２２－１,３２２－１,0749-45-0985,黒川 梨香,H29/02/15,,,,東近江,5627921.pdf
美容所,ＯＳＡＹＡ ＹＯＫＡＩＣＨＩ,527-0067,東近江市芝原町,東近江市芝原町７６６－４,７６６－４,0748-23-8115,株式会社ＢＥＭＹＯＯ,H29/02/21,,,,東近江,5627921.pdf
美容所,Ｈａｉｒ Ｓｐａｃｅ Ｏｆｆ,527-0046,東近江市妙法寺町,東近江市妙法寺町６９４－６,６９４－６,0748-23-1466,株式会社ＦＲＯ,H29/02/27,,,,東近江,5627921.pdf
美容所,美容所 くるみ,527-0093,東近江市糠塚町,東近江市糠塚町９０３,９０３,,井上 裕子,H29/03/17,,,,東近江,5627921.pdf
美容所,ｈａｉｒ ｄｅｓｉｇｎ ＲＩＧＥＬ,527-0012,東近江市八日市本町,東近江市八日市本町二丁目８ ＭＴビル１Ｆ,二丁目８ ＭＴビル１Ｆ,0748-43-1510,齊藤 弘幸,H29/04/07,,,,東近江,5627921.pdf
美容所,おしゃれ館,523-0031,近江八幡市堀上町,近江八幡市堀上町１３４－８,１３４－８,0748-34-8035,永﨑 利幸,H29/04/07,,,,東近江,5627921.pdf
美容所,ｈａｉｒ ｌａｂ ＳＴＥＲＮ,520-2524,蒲生郡竜王町綾戸,蒲生郡竜王町綾戸１００５,１００５,0748-26-1897,布施 龍起,H29/04/07,,,,東近江,5627921.pdf
美容所,Ｈａｉｒ Ｄｅｓｉｇｎ ＰＬＡＮＴＳ ～ プランツ～,527-0025,東近江市八日市東本町,東近江市八日市東本町６－１４,６－１４,0748-22-2330,向井 朋子,H29/04/20,,,,東近江,5627921.pdf
美容所,ＴＩＮＯ ｂｙ ｇａｎｅｓｈａ,523-0031,近江八幡市堀上町,近江八幡市堀上町１２０－１,１２０－１,0748-34-2020,株式会社ガネイシャ,H29/05/24,,,,東近江,5627921.pdf
美容所,ＨＩＤＡＭＡＲＩ～ｈａｉｒ ｒｏｏｍ～,523-0001,近江八幡市金剛寺町,近江八幡市金剛寺町６０７－２,６０７－２,,橋本 真理子,H29/06/16,,,,東近江,5627921.pdf
美容所,Ｌｉｌａ 近江八幡店,523-0894,近江八幡市中村町,近江八幡市中村町１－２,１－２,0748-36-2233,伊佐治 亜里,H29/06/28,,,,東近江,5627921.pdf
美容所,カットハウス ｃｈｏｃｏ,521-1343,近江八幡市安土町小中,近江八幡市安土町小中６４８,６４８,,忠田 千代子,H29/07/31,,,,東近江,5627921.pdf
美容所,藤川,521-1205,東近江市躰光寺町,東近江市躰光寺町４２８－１１,４２８－１１,0748-42-2302,藤川 智子,H29/10/02,,,,東近江,5627921.pdf
美容所,ｖｏｃｃａ ｗｏｃｃａ,521-1223,東近江市猪子町,東近江市猪子町４２２,４２２,0748-40-0187,浅井 藍,H29/08/21,,,,東近江,5627921.pdf
美容所,［，ｅｔ］ ｈａｉｒ ｄｅｓｉｇｎ,523-0891,近江八幡市鷹飼町,近江八幡市鷹飼町４５７－２３ １Ｆ,４５７－２３ １Ｆ,0748-29-3425,内田 喜徳,H29/10/13,,,,東近江,5627921.pdf
美容所,ｉｅｎａ,527-0064,東近江市尻無町,東近江市尻無町１７５０－２１,１７５０－２１,,岸本 沙希,H29/10/25,,,,東近江,5627921.pdf
美容所,森野美容室,521-1241,東近江市乙女浜町,東近江市乙女浜町３５３,３５３,0748-45-0168,森野 美代子,H29/10/31,,,,東近江,5627921.pdf
美容所,ｍｅｔａｍｏｒｐｈｏｓｅ（メタモルフォー ゼ）,521-1205,東近江市躰光寺町,東近江市躰光寺町１４９５－２０,１４９５－２０,,峠岡 佳名,H29/11/24,,,,東近江,5627921.pdf
美容所,マルソメ ドンキ東近江,527-0016,東近江市今崎町,東近江市今崎町１６３,１６３,0748-23-1160,前川 政光,H29/12/12,,,,東近江,5627921.pdf
